Date,White,Black,Result,EngineName,EngineDetails
2024.09.07,Niemann,Nakamura,1/2-1/2,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Nakamura,Carlsen,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Carlsen,Nakamura,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Carlsen,Nakamura,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Carlsen,Nakamura,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Nakamura,Carlsen,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Carlsen,Nakamura,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Nakamura,Carlsen,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Carlsen,Nakamura,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Carlsen,Nakamura,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Nakamura,Carlsen,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Nakamura,Carlsen,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Carlsen,Nakamura,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Carlsen,Nakamura,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Carlsen,Nakamura,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Nakamura,Carlsen,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Nakamura,Carlsen,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Carlsen,Nakamura,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Nakamura,Carlsen,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Carlsen,Nakamura,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Nakamura,Carlsen,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Nakamura,Carlsen,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Nakamura,Carlsen,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Nakamura,Carlsen,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Carlsen,Nakamura,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.18,Nakamura,Carlsen,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.09.29,Carlsen,Vidit,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Caruana,Carlsen,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Elier,Amangeldy,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Vetokhin,Khusenkhojaev,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Lintchevski,Petrosyan,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Adhiban,Hovhannisyan,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Mamedyarov,Madaminov,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Keymer,Nakamura,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Tari,Chigaev,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Utegaliyev,Tologon tegin,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Pantsulaia,Tari,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Carlsen,Madaminov,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Yilmaz,Bilguun,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Durarbayli,Tari,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Adly,Averin,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Averin,Ganguly,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Harutyunyan,Arjun Kalyan,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Zhalmakhanov,Kostenko,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Sapenov,Damjanovic,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Svane,Pantsulaia,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Carlsen,Rapport,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Ansat,Maze,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Arjun Kalyan,Saraci,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Tari,Svane,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Martirosyan,Sarana,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Isanzhulov,Hambleton,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Andriasian,Svane,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Sychev,Asadli,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Tang,Pranav,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Muradli,Nogerbek,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Zhalmakhanov,Amilal Munkhdalai,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Khripachenko,Harutyunyan,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Sargsyan,Paravyan,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Shishkov,Haldorsen,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Batsuren,Ivic,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Lazavik,Van Foreest,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Petrosian,Riazantsev,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Kobalia,Yoo,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Vallejo Pons,Isanzhulov,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Rapport,Lazavik,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Nihal Sarin,Tsydypov,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Niemann,Sychev,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Begmuratov,Petkov,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Pranav,Kovalev,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Fedoseev,Anton Guijarro,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Begmuratov,Uruci,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Erigaisi Arjun,Sanal,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Nguyen,Vidit,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Maghsoodloo,Durarbayli,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Urazayev,Yilmaz,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Ivic,Christiansen,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Vetokhin,Petkov,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Yoo,Esipenko,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Nakamura,Harikrishna,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Artemiev,Carlsen,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Sarana,Carlsen,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Christiansen,Yudin,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Carlsen,Keymer,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Carlsen,Martirosyan,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Uskov,Christiansen,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Yoo,Asadli,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Uskov,Christiansen,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Paravyan,Kadric,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Harutyunyan,Amilal Munkhdalai,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Nepomniachtchi,Carlsen,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Khripachenko,Dragnev,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Shimanov,Carlsen,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Sargissian,Pranav,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Giri,Esipenko,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Lintchevski,Daneshvar,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Tari,Caruana,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.30,Zhigalko,Shankland,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.08.01,Carlsen,Georgiadis,1-0,Stockfish 090718-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.01.19,Adhiban,Mamedyarov,0-1,Stockfish 150118 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.01.19,Svidler,Carlsen,1/2-1/2,Stockfish 150118 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.01.19,Korobov,Tari,1-0,Stockfish 150118 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.01.19,Kramnik,Jones,1/2-1/2,Stockfish 150118 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2021.12.10,Carlsen,Nepomniachtchi,1/2-1/2,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 20x2.3GHz Haswell-EP"
2021.12.10,Nepomniachtchi,Carlsen,0-1,Stockfish 041221-asn-mpi,"main analysis: 336x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 20x2.3GHz Haswell-EP"
2022.02.21,Artemiev,Mamedyarov,1/2-1/2,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.21,Kosteniuk,Artemiev,0-1,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.21,Le,Carlsen,0-1,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.21,Kosteniuk,Praggnanandhaa R,0-1,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.21,Abdusattorov,Le,1-0,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.21,Esipenko,Hansen,1/2-1/2,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.21,Nepomniachtchi,Le,1/2-1/2,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.21,Ding,Carlsen,1/2-1/2,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.21,Carlsen,Hansen,0-1,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.21,Carlsen,Praggnanandhaa R,0-1,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.21,Esipenko,Praggnanandhaa R,0-1,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.21,Kosteniuk,Keymer,0-1,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2021.12.04,Carlsen,Nepomniachtchi,1-0,,"main analysis: 200x2.0GHz Ice Lake-SP (OpenMPI), multi-PV search: 16x4.2GHz Zen 3"
2018.04.01,Carlsen,Hou,1-0,Stockfish 9 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.22,Le,Aronian,0-1,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.22,Aronian,Vidit,1-0,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.22,Duda,So,0-1,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.22,Vachier-Lagrave,Carlsen,1/2-1/2,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.22,Ding,Vidit,1/2-1/2,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.22,Anton Guijarro,Carlsen,0-1,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.22,Carlsen,Radjabov,1-0,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.22,Nepomniachtchi,Carlsen,1-0,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.22,Radjabov,Nepomniachtchi,0-1,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.22,Nakamura,Giri,1/2-1/2,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.22,So,Aronian,1-0,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.11.22,Svidler,Firouzja,1/2-1/2,Stockfish 110920-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2021.10.01,Aronian,Duda,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Nakamura,Mamedyarov,1-0,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Giri,Carlsen,0-1,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Duda,Aronian,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Nakamura,Mamedyarov,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Carlsen,Nakamura,1-0,,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Vachier-Lagrave,Artemiev,0-1,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Artemiev,Vachier-Lagrave,1-0,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Vachier-Lagrave,Artemiev,1-0,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Duda,Aronian,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,So,Radjabov,0-1,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Artemiev,Vachier-Lagrave,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Giri,Carlsen,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Radjabov,So,1-0,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Carlsen,Giri,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Mamedyarov,Nakamura,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Giri,Carlsen,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Nakamura,Mamedyarov,1-0,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Artemiev,Vachier-Lagrave,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Carlsen,Giri,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,So,Radjabov,0-1,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.01,Carlsen,Giri,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2019.12.06,Carlsen,Aronian,1-0,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.05.13,Firouzja,Keymer,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.05.13,Duda,Firouzja,1/2-1/2,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.05.13,Keymer,Firouzja,0-1,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.06.06,Magnus Carlsen,Jeffery Xiong,0-1,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
